Species,Water,CNMs,Dimension,Shape,Length,Diameter,Thickness,Zeta,Medium,RPM,C%,Modification,Dispersant,Duration,LightI,Temperature,LightD,Conc.,N,inhibition
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,120,4000,25,12,10,2500000,9.00000018
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,3,72,NA,25,16,0.001,550000,9.18
12,1,5,0,1,10,10,10,NA,3,400,NA,8,3,48,8340,25,12,5,3.00E+06,9.207708785
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,120,4000,25,12,5,2500000,9.285714359
10,1,0,2,0,1500,1500,1.1,-17.04433498,3,0,77.32,3,3,72,NA,25,16,0.001,NA,9.319526627
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,0,48,NA,25,16,1,550000,9.32
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,60,10000,25,12,0.18,2000,9.4
2,0,0,2,0,3000,3000,1,NA,1,0,NA,3,3,96,6000,23,14,10,898466257.7,9.425287356
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,1,96,NA,25,16,0.1,550000,9.46
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,144,4000,25,12,10,2500000,9.482758702
10,1,3,1,2,3500,10,10,NA,7,100,95,8,2,96,4448,24,16,0.14,50000,9.5
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,48,4000,25,12,10,2500000,9.629629432
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,144,4000,25,12,5,2500000,9.852216415
10,1,3,1,2,3500,10,10,NA,7,100,92,3,3,96,4448,24,16,3,50000,10
14,1,6,3,4,93.1,93.1,93.1,NA,7,200,99,8,4,72,NA,22.5,NA,1,10000,10.06881339
14,1,0,2,0,160,160,3.5,-24.3,8,NA,NA,3,3,96,6672,19,12,2,1.00E+05,10.1
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,58.84,3,1,48,NA,25,16,0.1,550000,10.23
4,0,3,1,2,NA,19,19,NA,7,0,NA,8,3,168,3892,20,12,10,10000,10.27018485
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,24,4000,25,12,50,2500000,10.3030306
3,0,3,1,2,20000,25,25,NA,2,0,95,8,3,24,6672,22,24,5,NA,10.35502817
14,1,3,1,2,10000,1.5,1.5,NA,7,200,95,8,4,8,NA,22.5,NA,2.5,2.00E+05,10.40580316
14,1,6,3,4,93.1,93.1,93.1,NA,7,200,99,8,4,8,NA,22.5,NA,2.5,2.00E+05,10.52054795
11,1,0,2,0,1250,1250,1,-42,3,0,NA,6,1,72,5000,25,12,20,NA,10.67
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,1,72,NA,25,16,1,550000,10.7
12,1,3,1,2,3500,45,45,NA,7,110,93.99,3,3,96,5560,25,14,2,150000,10.83636364
10,1,6,3,4,208.295,208.295,208.295,-18.42931937,3,150,NA,8,3,72,5560,25,14,50,1.00E+06,10.85
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,24,10000,25,12,0.09,2000,10.96
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,1,72,NA,25,16,0.01,550000,11.24
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,48,4000,25,12,10,2500000,11.26760628
11,1,0,2,0,2600,2600,0.55,NA,6,0,NA,9,3,72,1668,25,16,20,6.00E+05,11.3
4,0,4,1,3,27500,NA,NA,NA,7,0,NA,8,3,72,3892,20,12,1,10000,11.35840366
11,1,0,2,0,2750,2750,1,-38,3,0,NA,3,3,72,5000,25,12,10,NA,11.36
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,24,4000,25,12,10,2500000,11.61290314
3,0,3,1,2,20000,25,25,NA,2,0,95,8,3,168,6672,22,24,5,NA,11.6438349
8,1,3,1,2,12500,15,15,NA,3,NA,90,8,3,96,NA,25,14,0.01,780000,11.66666667
6,1,0,2,0,NA,NA,NA,-15.8,3,NA,NA,3,3,96,NA,25,12,20,NA,11.71
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,48,3300,25,14,1,5.00E+05,11.82001343
10,1,0,2,0,NA,NA,NA,-28.032,3,0,NA,2,1,96,NA,24,24,0.1,50000,11.97705803
11,1,0,2,0,2750,2750,1,-42.07,3,0,NA,3,1,72,5000,25,12,20,NA,12.03
4,0,4,1,3,27500,NA,NA,NA,7,0,NA,8,3,72,3892,20,12,1,10000,12.2793553
12,1,0,2,0,2500,2500,5,-19.6,4,0,92.2,8,3,96,NA,25,NA,10,1.00E+06,12.32
10,1,0,2,0,3000,3000,0.9,-17.75803144,3,NA,67.17,3,3,96,NA,24,24,0.01,65000,12.33679073
10,1,0,2,0,3000,3000,0.9,-17.75803144,3,NA,67.17,3,3,24,NA,24,24,0.01,65000,12.36525048
11,1,0,2,0,1250,1250,1,-33.6,3,0,NA,6,3,72,5000,25,12,20,NA,12.39
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,1,72,NA,25,16,0.001,550000,12.63
3,0,3,1,2,20000,25,25,NA,2,0,95,8,3,48,6672,22,24,5,NA,12.66490667
9,0,3,1,2,20000,25,25,NA,1,NA,95,8,3,24,4000,20,12,50,NA,12.72727273
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,3,96,5560,25,14,5,150000,12.78
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,96,4000,25,12,5,2500000,12.90322637
10,1,3,1,2,3500,10,10,NA,7,100,92,3,3,96,4448,24,16,1,50000,13
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,48,NA,20,12,10,1600000,13.13131312
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,72,3300,25,14,1,5.00E+05,13.16319678
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,48,10000,25,12,0.18,2000,13.27
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,144,4000,25,12,5,2500000,13.36573521
10,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,72,5450,24,NA,12,1000,13.52253758
3,0,3,1,2,20000,25,25,NA,2,0,95,8,3,72,6672,22,24,5,NA,13.55140263
10,1,0,2,0,NA,NA,NA,NA,3,0,NA,2,1,96,NA,24,24,1,50000,13.56275304
12,1,0,2,0,NA,NA,NA,-33.04157549,4,150,42.1,3,1,96,4000,24,14,40,1.00E+06,13.57
4,0,3,1,2,NA,19,19,NA,7,0,NA,8,3,168,3892,20,12,10,10000,13.58824457
10,1,0,2,0,NA,NA,NA,-28.032,3,0,NA,2,1,96,NA,24,24,1,50000,13.59649123
13,1,3,1,2,NA,2,2,NA,5,90,92.13,8,2,48,1300,20,16,0.1,250000,13.7
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,48,4000,25,12,5,2500000,13.70370284
5,1,3,1,2,3500,10,10,NA,7,100,95,8,3,96,4448,24,16,13,25000,14
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,48,3300,25,14,1,5.00E+05,14.00268637
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,144,4000,25,12,10,2500000,14.09477542
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,24,3300,25,14,0.1,5.00E+05,14.32947583
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,72,4000,25,12,5,2500000,14.45221402
14,1,3,1,2,10000,27.5,27.5,NA,7,200,98,8,4,8,NA,22.5,NA,3,2.00E+05,14.48015563
10,1,0,2,0,NA,NA,NA,NA,3,0,NA,3,3,24,NA,25,16,10,1100000,14.48467969
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,24,3300,25,14,1,5.00E+05,14.56773315
10,1,0,2,0,2750,2750,1,-17.08306504,3,NA,64.51,3,3,96,NA,24,24,10,64800,14.58652502
10,1,0,2,0,NA,NA,NA,NA,3,0,NA,2,1,96,NA,24,24,0.1,50000,14.60863698
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,96,4000,25,12,50,2500000,14.6110061
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,72,10000,25,12,0.36,2000,14.65
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,72,4000,25,12,50,2500000,14.9184149
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,60,10000,25,12,0.36,2000,14.92
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,36,10000,25,12,0.18,2000,15.02
10,1,0,2,0,NA,NA,NA,NA,3,0,NA,2,1,96,NA,24,24,0.1,50000,15.08097166
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,96,4000,25,12,1,2500000,15.39923963
12,1,3,1,2,2100,47,47,NA,7,110,92.44,3,3,96,5560,25,14,2,150000,15.49090909
10,1,2,0,1,35,35,5,-23.97812714,3,NA,78.2,3,3,72,NA,24,24,1,65000,15.57354926
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,3,72,NA,25,16,0.1,550000,15.69
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,24,3300,25,14,1,5.00E+05,15.69094622
8,1,3,1,2,12500,15,15,NA,3,NA,90,8,3,24,NA,25,14,1,780000,15.75456053
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,24,4000,25,12,100,2500000,15.75757541
10,1,0,2,0,1500,1500,1.1,-17.04433498,3,0,77.32,3,3,72,NA,25,16,0.1,NA,15.79881657
10,1,0,2,0,3000,3000,0.9,-17.75803144,3,NA,67.17,3,3,96,NA,24,24,10,65000,15.92434411
10,1,0,2,0,85.8,85.8,NA,NA,3,NA,71.1,5,3,6,NA,25,16,2,550000,16
10,1,3,1,2,3500,10,10,NA,7,100,92,3,2,96,4448,24,16,0.53,50000,16
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,120,4000,25,12,5,2500000,16.01164436
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,3,72,NA,25,16,0.01,550000,16.05
10,1,0,2,0,1500,1500,1.1,-17.04433498,3,0,77.32,3,3,72,NA,25,16,0.01,NA,16.10946746
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,120,4000,25,12,50,2500000,16.1572049
6,1,3,1,2,17500,1.5,1.5,NA,3,0,96.3,8,3,72,2250,25,12,5,2.00E+06,16.16161618
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,24,3300,25,14,10,5.00E+05,16.16746086
7,0,2,0,1,10,10,10,-7.08,1,0,NA,8,3,96,4003.2,20,NA,1,8593.75,16.2295082
10,1,6,2,0,160,160,4,NA,3,150,79.24,8,3,72,5560,25,14,50,1.00E+06,16.2346263
10,1,0,2,0,NA,NA,NA,NA,3,0,56.08,5,3,6,NA,25,16,10,1100000,16.30769206
10,1,6,3,4,208.295,208.295,208.295,-19.93717277,3,150,NA,8,3,72,5560,25,14,50,1.00E+06,16.4
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,120,4000,25,12,1,2500000,16.45207454
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,144,4000,25,12,50,2500000,16.50246302
8,1,3,1,2,12500,15,15,NA,3,NA,90,8,3,72,NA,25,14,1,780000,16.58084449
9,0,3,1,2,20000,25,25,NA,1,NA,95,8,3,96,4000,20,12,50,NA,16.6294625
10,1,0,2,0,NA,NA,NA,NA,3,0,56.08,5,3,18,NA,25,16,1,1100000,16.89691792
6,1,0,2,0,NA,NA,NA,-15.8,3,NA,NA,3,3,96,NA,25,12,50,NA,17
10,1,0,2,0,NA,NA,NA,-20.672,3,0,NA,2,3,96,NA,24,24,0.1,50000,17.07152497
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,288,2000,25,12,10,334095.0099,17.0742937
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,58.84,3,0,24,NA,25,16,0.1,550000,17.33
4,0,3,1,2,NA,19,19,NA,7,0,NA,8,3,168,3892,20,12,100,10000,17.38031283
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,3,24,NA,25,16,1,550000,17.42
10,1,6,2,0,90,90,1.4,NA,3,150,81.88,8,3,72,5560,25,14,10,1.00E+06,17.42667928
10,1,0,2,0,1500,1500,1.1,-17.04433498,3,0,77.32,3,3,24,NA,25,16,1,NA,17.4742268
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,120,4000,25,12,50,2500000,17.57142877
11,1,0,2,0,1250,1250,1,-45.2,3,0,98,8,3,72,5000,25,12,5,NA,17.58
12,1,0,2,0,3500,3500,1.2,-29.4,3,NA,40.3,3,3,72,NA,24,14,10,1.00E+05,17.6
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,72,3300,25,14,1,5.00E+05,17.6292814
11,1,0,2,0,2000,2000,2.5,-18.25,7,0,91,8,3,96,NA,NA,NA,0.5,3.00E+05,17.63
8,1,3,1,2,12500,15,15,NA,3,NA,90,8,3,96,NA,25,14,1,780000,17.73333336
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,58.84,3,0,72,NA,25,16,0.001,550000,17.75
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,48,4000,25,12,50,2500000,17.77777793
11,1,0,2,0,2000,2000,2.5,-14.20454545,7,0,91,8,3,96,3500,24,12,0.49063047,3.00E+05,17.8
10,1,2,2,0,25,25,4,-27.5,3,0,NA,8,3,96,NA,26,14,1,3.00E+05,17.90123457
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,58.84,3,0,72,NA,25,16,0.1,550000,17.97
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,3,72,NA,25,16,1,550000,17.99
10,1,0,2,0,1500,1500,1.1,-17.04433498,3,0,77.32,3,3,72,NA,25,16,1,NA,18.01775148
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,6,96,5560,25,14,5,150000,18.06
4,0,4,1,3,27500,NA,NA,NA,7,0,NA,8,3,72,3892,20,12,100,10000,18.11204907
4,0,3,1,2,NA,19,19,NA,7,0,NA,8,3,72,3892,20,12,100,10000,18.11204907
11,1,0,2,0,1250,1250,1,-30.8,3,0,NA,1,3,72,5000,25,12,80,NA,18.13
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,24,10000,25,12,0.18,2000,18.15
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,72,10000,25,12,0.72,2000,18.15
12,1,3,1,2,800,9,9,NA,7,0,89,8,3,96,5560,25,14,10,1.00E+05,18.22759315
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,96,4000,25,12,50,2500000,18.31775688
4,0,3,1,2,NA,19,19,NA,7,0,NA,8,3,72,3892,20,12,10,10000,18.41903296
11,1,0,2,0,1750,1750,0.875,-20.55,7,0,NA,3,3,96,3500,24,12,6.332084376,3.00E+05,18.47
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,72,4000,25,12,10,2500000,18.64801786
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,58.84,3,0,72,NA,25,16,0.01,550000,18.69
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,58.84,3,0,96,NA,25,16,1,550000,18.72
10,1,6,3,4,208.295,208.295,208.295,-18.42931937,3,150,NA,8,3,72,5560,25,14,100,1.00E+06,18.74
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,360,2000,25,12,10,334095.0099,18.74677367
4,0,4,1,3,27500,NA,NA,NA,7,0,NA,8,3,168,3892,20,12,10,10000,18.80233843
11,1,0,2,0,1750,1750,0.875,-21.91666667,7,0,64,3,3,96,3500,24,12,4.894313872,3.00E+05,18.9
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,96,3300,25,14,1,5.00E+05,18.93296854
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,72,4000,25,12,50,2500000,18.9655173
10,1,0,2,0,NA,NA,NA,NA,3,0,NA,2,1,96,NA,24,24,1,50000,19.19703104
10,1,0,2,0,NA,NA,NA,NA,3,0,NA,3,3,18,NA,25,16,30,1100000,19.30184803
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,72,2000,25,12,10,334095.0099,19.31295183
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,24,4000,25,12,50,2500000,19.35483767
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,96,4000,25,12,10,2500000,19.35483914
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,144,4000,25,12,50,2500000,19.4410694
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,58.84,3,0,24,NA,25,16,0.001,550000,19.45
7,0,2,0,1,10,10,10,-7.08,1,0,NA,8,3,24,4003.2,20,NA,10,10234.375,19.45945946
10,1,0,2,0,NA,NA,NA,-20.672,3,0,NA,2,3,96,NA,24,24,1,50000,19.46693657
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,24,3300,25,14,10,5.00E+05,19.53710007
12,1,0,2,0,6500,6500,NA,-46.67359667,4,NA,76.9,3,3,48,12009.6,24,14,5,1.00E+06,19.68
10,1,0,2,0,NA,NA,NA,NA,3,0,NA,3,3,24,NA,25,16,20,1100000,19.77715876
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,120,4000,25,12,10,2500000,20.08733619
14,1,0,2,0,160,160,3.5,-24.3,8,NA,NA,3,3,96,6672,19,12,10,1.00E+05,20.19
10,1,2,0,1,35,35,5,-23.97812714,3,NA,78.2,3,3,96,NA,24,24,0.01,65000,20.31726663
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,60,10000,25,12,0.72,2000,20.36
0,1,0,2,0,NA,NA,NA,-34.3,10,135,NA,3,3,72,2224,28,24,0.05,NA,20.40557668
7,0,2,0,1,10,10,10,-7.08,1,0,NA,8,3,96,4003.2,20,NA,10,10234.375,20.49180328
7,0,2,0,1,10,10,10,-7.08,1,0,NA,8,3,72,4003.2,20,NA,20,9453.125,20.67307692
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,1,24,NA,25,16,0.001,550000,21.03
10,1,0,2,0,3000,3000,0.9,-17.75803144,3,NA,67.17,3,3,48,NA,24,24,1,65000,21.27795527
14,1,3,1,2,10000,27.5,27.5,NA,7,200,98,8,4,72,NA,22.5,NA,3,10000,21.47613762
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,48,4000,25,12,100,2500000,21.47887361
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,58.84,3,0,72,NA,25,16,1,550000,21.64
10,1,2,0,1,35,35,5,-23.97812714,3,NA,78.2,3,3,96,NA,24,24,1,65000,21.85478951
12,1,0,2,0,2500,2500,5,-19.6,4,0,92.2,8,3,96,NA,25,NA,20,1.00E+06,22.03
11,1,0,2,0,2750,2750,1,-38,3,0,NA,3,3,72,5000,25,12,20,NA,22.05
11,1,0,2,0,2000,2000,2.5,-14.20454545,7,0,91,8,3,96,3500,24,12,0.985425518,3.00E+05,22.05
6,1,3,1,2,17500,1.5,1.5,NA,3,0,96.3,8,3,48,2250,25,12,5,2.00E+06,22.07792205
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,360,2000,25,12,20,334095.0099,22.1198841
11,1,0,2,0,2000,2000,2.5,-18.25,7,0,91,8,3,96,NA,NA,NA,1,3.00E+05,22.12
11,1,0,2,0,2600,2600,0.55,NA,6,0,NA,9,3,72,1668,25,16,50,6.00E+05,22.18
10,1,6,2,0,50,50,1.2,NA,3,150,78.83,8,3,72,5560,25,14,10,1.00E+06,22.25165563
3,0,3,1,2,20000,25,25,NA,2,0,95,8,3,24,6672,22,24,10,NA,22.48520475
12,1,0,2,0,2500,2500,5,-19.6,4,0,92.2,8,3,24,NA,25,NA,50,1.00E+06,22.62
7,0,2,0,1,10,10,10,-7.08,1,0,NA,8,3,96,4003.2,20,NA,20,9453.125,22.62295082
12,1,0,2,0,1000,1000,1.5,-24.7,4,0,62.3,9,3,96,NA,25,NA,10,1.00E+06,22.96
14,1,6,3,4,93.1,93.1,93.1,NA,7,200,99,8,4,8,NA,22.5,NA,8,2.00E+05,23.17808219
14,1,3,1,2,10000,1.5,1.5,NA,7,200,95,8,4,8,NA,22.5,NA,9,2.00E+05,23.27689888
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,36,10000,25,12,0.36,2000,23.4
4,0,4,1,3,27500,NA,NA,NA,7,0,NA,8,3,168,3892,20,12,100,10000,23.54242376
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,96,3300,25,14,5,5.00E+05,23.58413133
12,1,5,0,1,10,10,10,NA,3,400,NA,8,3,48,8340,25,12,10,3.00E+06,23.76873662
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,24,4000,25,12,100,2500000,23.87096592
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,144,4000,25,12,5,2500000,23.91799537
10,1,3,1,2,3500,10,10,NA,7,100,92,3,3,96,4448,24,16,13,50000,24
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,144,2000,25,12,10,334095.0099,24.00326448
8,1,3,1,2,12500,15,15,NA,3,NA,90,8,3,72,NA,25,14,10,780000,24.09886715
11,1,0,2,0,2750,2750,1,-38,3,0,NA,3,3,72,5000,25,12,40,NA,24.23
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,48,10000,25,12,0.36,2000,24.32
12,1,0,2,0,2000,2000,NA,-28.14905815,4,NA,45.3,3,3,72,12009.6,24,14,5,5.00E+05,24.33052793
7,0,2,0,1,10,10,10,-7.08,1,0,NA,8,3,48,4003.2,20,NA,20,9453.125,24.5210728
10,1,0,2,0,NA,NA,NA,NA,3,0,NA,3,3,24,NA,25,16,30,1100000,24.69823583
10,1,3,1,2,1750,1.5,1.5,-19.29813265,3,NA,NA,6,3,96,NA,24,24,10,64800,24.70787011
11,1,0,2,0,1250,1250,1,-45.2,3,0,98,8,3,72,5000,25,12,10,NA,24.77
6,1,3,1,2,17500,1.5,1.5,NA,3,0,96.3,8,3,96,2250,25,12,5,2.00E+06,24.8
11,1,0,2,0,1250,1250,1,-33.6,3,0,NA,6,3,72,5000,25,12,40,NA,24.83
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,58.84,3,0,24,NA,25,16,0.01,550000,25.02
10,1,0,2,0,NA,NA,NA,NA,3,0,56.08,5,3,6,NA,25,16,20,1100000,25.07692266
