Species,Water,CNMs,Dimension,Shape,Length,Diameter,Thickness,Zeta,Medium,RPM,C%,Modification,Dispersant,Duration,LightI,Temperature,LightD,Conc.,N,inhibition
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,48,5450,24,NA,12,1000,25.09500529
10,1,0,2,0,85.8,85.8,NA,NA,3,NA,71.1,5,3,18,NA,25,16,2,550000,25.22255194
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,72,NA,20,12,10,1600000,25.43859648
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,216,2000,25,12,10,334095.0099,25.69419534
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,72,3300,25,14,10,5.00E+05,25.72196105
6,1,3,1,2,17500,1.5,1.5,NA,3,0,96.3,8,3,72,2250,25,12,10,2.00E+06,25.82972584
12,1,5,0,1,10,10,10,NA,3,300,NA,3,3,48,8340,25,12,5,3.00E+06,25.89118199
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,144,4000,25,12,10,2500000,25.96810923
10,1,3,1,2,3500,10,10,NA,7,100,95,8,2,96,4448,24,16,0.42,50000,26
10,1,6,3,4,208.295,208.295,208.295,-18.42931937,3,150,NA,8,3,72,5560,25,14,200,1.00E+06,26.02
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,120,4000,25,12,5,2500000,26.03719602
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,1,24,NA,25,16,0.1,550000,26.13
12,1,0,2,0,2000,2000,2.1,-27.3,4,0,39.1,3,3,96,NA,25,NA,10,1.00E+06,26.62
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,58.84,3,0,24,NA,25,16,1,550000,27.03
12,1,3,1,2,2200,45,45,NA,7,110,93.75,3,3,96,5560,25,14,2,150000,27.27272727
13,1,3,1,2,NA,2,2,NA,5,90,92.13,8,2,144,1300,20,16,50,250000,27.4
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,48,4000,25,12,5,2500000,27.42616026
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,48,4000,25,12,10,2500000,27.42616026
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,120,4000,25,12,10,2500000,27.46781109
10,1,3,1,2,3500,10,10,NA,7,100,95,8,3,96,4448,24,16,13,50000,27.5
10,1,2,2,0,25,25,4,-27.5,3,0,NA,8,3,96,NA,26,14,0.1,3.00E+05,27.57201646
8,1,3,1,2,12500,15,15,NA,3,NA,90,8,3,48,NA,25,14,10,780000,27.70352371
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,144,2000,25,12,20,334095.0099,27.76968436
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,7,96,5560,25,14,5,150000,27.77
12,1,3,1,2,2100,47,47,NA,7,110,92.44,3,3,96,5560,25,14,4,150000,27.85454545
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,96,4000,25,12,5,2500000,27.94676842
5,1,3,1,2,3500,10,10,NA,7,100,95,8,2,96,4448,24,16,5.5,25000,28
3,0,3,1,2,20000,25,25,NA,2,0,95,8,3,72,6672,22,24,10,NA,28.27103052
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,72,3300,25,14,10,5.00E+05,28.64338482
7,0,2,0,1,10,10,10,-7.08,1,0,NA,8,3,24,4003.2,20,NA,20,9453.125,28.64864865
11,1,2,0,1,10,10,10,-5.21,7,NA,NA,8,3,96,4000,25,12,50,20000,28.70775348
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,72,2000,25,12,20,334095.0099,28.80998774
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,216,2000,25,12,20,334095.0099,29.1068824
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,48,10000,25,12,0.72,2000,29.11
13,1,3,1,2,NA,2,2,NA,5,90,92.13,8,2,48,1300,20,16,1,250000,29.2
12,1,0,2,0,NA,NA,NA,-13.89496718,4,150,96.3,8,3,96,4000,24,14,40,1.00E+06,29.2
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,360,2000,25,12,50,334095.0099,29.30807113
11,1,0,2,0,2600,2600,0.55,NA,6,0,NA,9,3,72,1668,25,16,100,6.00E+05,29.45
10,1,6,3,4,208.295,208.295,208.295,-22.53403141,3,150,NA,8,3,72,5560,25,14,50,1.00E+06,29.47
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,288,2000,25,12,20,334095.0099,29.51080314
10,1,0,2,0,85.8,85.8,NA,NA,3,NA,71.1,5,3,24,NA,25,16,2,550000,29.7752809
11,1,2,0,1,10,10,10,-5.21,7,NA,NA,8,3,48,4000,25,12,50,20000,29.82107356
11,1,2,0,1,10,10,10,-5.21,7,NA,NA,8,3,72,4000,25,12,50,20000,29.82107356
9,0,3,1,2,20000,25,25,NA,1,NA,95,8,3,24,4000,20,12,100,NA,29.87012364
11,1,0,2,0,1250,1250,1,-33.6,3,0,NA,6,3,72,5000,25,12,80,NA,29.91
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,48,5450,24,NA,16.8,1000,29.99654526
14,1,0,2,0,160,160,3.5,-24.3,8,NA,NA,3,3,96,6672,19,12,5,1.00E+05,30.05
10,1,6,3,4,208.295,208.295,208.295,-19.93717277,3,150,NA,8,3,72,5560,25,14,100,1.00E+06,30.09
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,48,3300,25,14,10,5.00E+05,30.1208865
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,1,96,5560,25,14,15,150000,30.24
12,1,5,0,1,10,10,10,NA,3,300,NA,3,3,48,8340,25,12,10,3.00E+06,30.58161351
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,96,3300,25,14,10,5.00E+05,30.69053764
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,96,3300,25,14,10,5.00E+05,30.69767442
4,0,3,1,2,NA,19,19,NA,7,0,NA,8,3,72,3892,20,12,10,10000,30.69838833
10,1,0,2,0,NA,NA,NA,NA,3,0,56.08,5,3,6,NA,25,16,30,1100000,30.76923039
7,0,2,0,1,10,10,10,-7.08,1,0,NA,8,3,48,4003.2,20,NA,10,10234.375,31.03448276
10,1,2,0,1,35,35,5,-23.97812714,3,NA,78.2,3,3,96,NA,24,24,0.1,65000,31.0433191
12,1,0,2,0,2000,2000,NA,-28.14905815,4,NA,45.3,3,3,72,12009.6,24,14,10,5.00E+05,31.06350421
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,72,4000,25,12,5,2500000,31.11702141
3,0,3,1,2,20000,25,25,NA,2,0,95,8,3,48,6672,22,24,10,NA,31.13456578
12,1,5,0,1,10,10,10,NA,3,300,NA,8,3,48,8340,25,12,10,3.00E+06,31.14446529
12,1,0,2,0,2500,2500,5,-19.6,4,0,92.2,8,3,96,NA,25,NA,30,1.00E+06,31.21
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,96,4000,25,12,10,2500000,31.36882158
11,1,0,2,0,2600,2600,0.55,NA,6,0,NA,9,3,24,1668,25,16,150,6.00E+05,31.38
7,0,2,0,1,10,10,10,-7.08,1,0,NA,8,3,48,4003.2,20,NA,1,8593.75,31.41762452
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,72,4000,25,12,100,2500000,31.46853084
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,48,4000,25,12,100,2500000,31.48148077
12,1,3,1,2,3500,45,45,NA,7,110,93.99,3,3,96,5560,25,14,4,150000,31.49090909
10,1,0,2,0,2750,2750,1,-17.08306504,3,NA,64.51,3,3,48,NA,24,24,0.01,64800,31.68404987
0,1,0,2,0,NA,NA,NA,-34.3,10,135,NA,3,3,72,2224,28,24,0.1,NA,31.68567807
12,1,0,2,0,NA,NA,NA,-20.73304158,4,150,42.1,3,3,96,4000,24,14,40,1.00E+06,31.9
10,1,2,0,1,35,35,5,-23.97812714,3,NA,78.2,3,3,48,NA,24,24,0.01,65000,31.94888179
5,1,3,1,2,3500,10,10,NA,7,100,95,8,3,96,4448,24,16,25,25000,32
10,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,24,5450,24,NA,12,1000,32.03883493
12,1,0,2,0,NA,NA,NA,-25.0547046,4,150,96.3,8,1,96,4000,24,14,40,1.00E+06,32.09
12,1,0,2,0,2000,2000,2.1,-27.3,4,0,39.1,3,3,24,NA,25,NA,50,1.00E+06,32.11
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,72,10000,25,12,1.44,2000,32.24
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,72,5450,24,NA,12,1000,32.2533555
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,96,3300,25,14,5,5.00E+05,32.39398085
10,1,0,2,0,2750,2750,1,-17.08121827,3,0,77.32,3,1,24,NA,25,16,0.01,550000,32.73
6,1,3,1,2,17500,1.5,1.5,NA,3,0,96.3,8,3,24,2250,25,12,50,2.00E+06,32.77310925
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,3,96,5560,25,14,10,150000,32.79
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,36,10000,25,12,0.72,2000,32.89
7,0,2,0,1,10,10,10,-7.08,1,0,NA,8,3,24,4003.2,20,NA,1,8593.75,32.97297297
10,1,3,1,2,3500,10,10,NA,7,100,92,3,2,96,4448,24,16,1.6,50000,33
12,1,5,0,1,10,10,10,NA,3,400,NA,8,3,24,8340,25,12,5,3.00E+06,33.1174838
9,0,3,1,2,20000,25,25,NA,1,NA,95,8,3,72,4000,20,12,100,NA,33.38632708
14,1,3,1,2,10000,27.5,27.5,NA,7,200,98,8,4,8,NA,22.5,NA,9,2.00E+05,33.49528518
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,96,4000,25,12,100,2500000,33.58633826
12,1,0,2,0,1000,1000,1.5,-24.7,4,0,62.3,9,3,96,NA,25,NA,20,1.00E+06,33.61
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,72,4000,25,12,10,2500000,33.77659572
9,0,3,1,2,20000,25,25,NA,1,NA,95,8,3,96,4000,20,12,100,NA,33.8169625
4,0,4,1,3,27500,NA,NA,NA,7,0,NA,8,3,72,3892,20,12,100,10000,34.07521104
6,1,3,1,2,17500,1.5,1.5,NA,3,0,96.3,8,3,96,2250,25,12,10,2.00E+06,34.28
10,1,0,2,0,85.8,85.8,NA,NA,3,NA,71.1,5,3,6,NA,25,16,4,550000,34.30769231
11,1,0,2,0,2000,2000,2.5,-18.25,7,0,91,8,3,96,NA,NA,NA,5,3.00E+05,34.46
11,1,0,2,0,2000,2000,2.5,-14.20454545,7,0,91,8,3,96,3500,24,12,4.894313872,3.00E+05,34.49
12,1,0,2,0,2500,2500,5,-19.6,4,0,92.2,8,3,48,NA,25,NA,50,1.00E+06,34.66
10,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,72,5450,24,NA,16.8,1000,34.89148581
10,1,2,0,1,35,35,5,-23.97812714,3,NA,78.2,3,3,72,NA,24,24,10,65000,35.07422402
10,1,6,2,0,90,90,1.4,NA,3,150,81.88,8,3,72,5560,25,14,50,1.00E+06,35.08041627
12,1,0,2,0,6500,6500,NA,-46.67359667,4,NA,76.9,3,3,48,12009.6,24,14,10,1.00E+06,35.13
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,60,10000,25,12,1.44,2000,35.28
12,1,0,2,0,3500,3500,1.2,-29.4,3,NA,40.3,3,3,72,NA,24,14,20,1.00E+05,35.4
10,1,6,3,4,208.295,208.295,208.295,-18.42931937,3,150,NA,8,3,72,5560,25,14,300,1.00E+06,36.37
10,1,6,3,4,208.295,208.295,208.295,-19.93717277,3,150,NA,8,3,72,5560,25,14,200,1.00E+06,36.37
12,1,5,0,1,10,10,10,NA,3,300,NA,8,3,48,8340,25,12,5,3.00E+06,36.39774858
11,1,0,2,0,2750,2750,1,-38,3,0,NA,3,3,72,5000,25,12,80,NA,36.92
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,24,10000,25,12,0.36,2000,37.22
10,1,0,2,0,85.8,85.8,NA,NA,3,NA,71.1,5,3,6,NA,25,16,6,550000,37.23076924
11,1,0,2,0,1250,1250,1,-49,3,0,98,8,1,72,5000,25,12,20,NA,37.4
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,120,4000,25,12,100,2500000,37.40902474
6,1,3,1,2,17500,1.5,1.5,NA,3,0,96.3,8,3,48,2250,25,12,50,2.00E+06,37.66233764
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,144,4000,25,12,100,2500000,37.68472893
12,1,0,2,0,6500,6500,NA,-46.67359667,4,NA,76.9,3,3,48,12009.6,24,14,20,1.00E+06,38.58
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,48,3300,25,14,10,5.00E+05,38.78441907
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,24,4000,25,12,500,2500000,38.78787814
12,1,3,1,2,2200,45,45,NA,7,110,93.75,3,3,96,5560,25,14,4,150000,38.90909091
12,1,0,2,0,2000,2000,NA,-28.14905815,4,NA,45.3,3,3,72,12009.6,24,14,15,5.00E+05,38.94414689
4,0,3,1,2,NA,19,19,NA,7,0,NA,8,3,168,3892,20,12,100,10000,39.02670247
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,120,4000,25,12,100,2500000,39.2857141
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,96,3300,25,14,10,5.00E+05,39.45280438
12,1,3,1,2,1700,44,44,NA,7,110,91.06,3,3,96,5560,25,14,2,150000,39.63636364
10,1,6,2,0,50,50,1.2,NA,3,150,78.83,8,3,72,5560,25,14,50,1.00E+06,39.73509934
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,288,2000,25,12,50,334095.0099,39.76846544
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,96,3300,25,14,20,5.00E+05,39.94528044
10,1,6,3,4,208.295,208.295,208.295,-22.53403141,3,150,NA,8,3,72,5560,25,14,100,1.00E+06,40.07
10,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,24,5450,24,NA,16.8,1000,40.77669903
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,48,5450,24,NA,23.52,1000,40.82243695
9,0,3,1,2,20000,25,25,NA,1,NA,95,8,3,48,4000,20,12,100,NA,40.88050551
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,72,4000,25,12,100,2500000,40.88669962
13,1,3,1,2,NA,NA,NA,NA,9,0,NA,8,3,96,4000,20,12,5,1.00E+05,40.9090909
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,48,4000,25,12,100,2500000,40.92827047
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,144,4000,25,12,100,2500000,40.94775211
10,1,3,1,2,3500,10,10,NA,7,100,92,3,3,96,4448,24,16,25,50000,41
10,1,6,3,4,208.295,208.295,208.295,-19.93717277,3,150,NA,8,3,72,5560,25,14,300,1.00E+06,41.18
12,1,5,0,1,10,10,10,NA,3,300,NA,3,3,48,8340,25,12,20,3.00E+06,41.27579737
11,1,0,2,0,2600,2600,0.55,NA,6,0,NA,9,3,48,1668,25,16,150,6.00E+05,41.29
14,1,3,1,2,10000,27.5,27.5,NA,7,200,98,8,4,8,NA,22.5,NA,27,2.00E+05,41.41491642
0,1,0,2,0,NA,NA,NA,-34.3,10,135,NA,3,3,72,2224,28,24,0.5,NA,41.57160963
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,96,4000,25,12,100,2500000,41.68224295
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,24,NA,20,12,20,1600000,41.8128655
11,1,0,2,0,1750,1750,0.875,-20.55,7,0,NA,3,3,96,3500,24,12,12.30619182,3.00E+05,41.93
12,1,0,2,0,2500,2500,5,-19.6,4,0,92.2,8,3,96,NA,25,NA,50,1.00E+06,41.96
10,1,6,3,4,208.295,208.295,208.295,-18.42931937,3,150,NA,8,3,72,5560,25,14,400,1.00E+06,42.05
12,1,0,2,0,2000,2000,2.1,-27.3,4,0,39.1,3,3,96,NA,25,NA,20,1.00E+06,42.17
11,1,0,2,0,1750,1750,0.875,-21.91666667,7,0,64,3,3,96,3500,24,12,9.830171737,3.00E+05,42.2
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,96,3300,25,14,30,5.00E+05,42.29822161
8,1,3,1,2,12500,15,15,NA,3,NA,90,8,3,96,NA,25,14,10,780000,42.60000002
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,216,2000,25,12,50,334095.0099,42.61513984
12,1,3,1,2,3200,70,70,NA,7,0,97.1,8,3,96,5560,25,14,10,1.00E+05,42.69889225
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,48,10000,25,12,1.44,2000,42.84
6,1,3,1,2,17500,1.5,1.5,NA,3,0,96.3,8,3,24,2250,25,12,100,2.00E+06,42.85714285
12,1,0,2,0,NA,NA,NA,-19.03719912,4,150,74.2,9,3,96,4000,24,14,40,1.00E+06,42.9
10,1,2,0,1,35,35,5,-23.97812714,3,NA,78.2,3,3,48,NA,24,24,1,65000,43.00319489
12,1,0,2,0,6500,6500,NA,-46.67359667,4,NA,76.9,3,3,48,12009.6,24,14,40,1.00E+06,43.17
14,1,3,1,2,10000,1.2,1.2,-31.5,7,200,95,8,4,72,6000,23,24,11,10000,43.27349445
12,1,3,1,2,3500,45,45,NA,7,110,93.99,3,3,96,5560,25,14,6,150000,43.41818182
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,24,5450,24,NA,12,1000,43.51816444
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,7,96,5560,25,14,10,150000,43.53
14,1,3,1,2,10000,1.5,1.5,NA,7,200,95,8,4,72,NA,22.5,NA,10,10000,43.57
10,1,0,2,0,85.8,85.8,NA,NA,3,NA,71.1,5,3,18,NA,25,16,4,550000,43.62017804
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,24,10000,25,12,0.72,2000,43.85
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,48,4000,25,12,50,2500000,43.88185642
10,1,2,2,0,25,25,4,-27.5,3,0,NA,8,3,96,NA,26,14,10,3.00E+05,44.23868313
12,1,0,2,0,2000,2000,2.1,-27.3,4,0,39.1,3,3,48,NA,25,NA,50,1.00E+06,44.24
12,1,0,2,0,3500,3500,1.2,-29.4,3,NA,40.3,3,3,72,NA,24,14,30,1.00E+05,44.3
12,1,3,1,2,1700,28,28,NA,7,0,98,8,3,96,5560,25,14,10,1.00E+05,44.51158107
12,1,0,2,0,2000,2000,NA,-28.14905815,4,NA,45.3,3,3,72,12009.6,24,14,20,5.00E+05,45.3710788
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,36,10000,25,12,1.44,2000,45.41
11,1,2,0,1,10,10,10,-5.21,7,NA,NA,8,3,24,4000,25,12,500,20000,45.5666004
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,96,3300,25,14,40,5.00E+05,45.63611491
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,24,5450,24,NA,16.8,1000,45.90949649
14,1,6,3,4,93.1,93.1,93.1,NA,7,200,99,8,4,8,NA,22.5,NA,25,2.00E+05,45.91780822
12,1,0,2,0,1000,1000,1.5,-24.7,4,0,62.3,9,3,48,NA,25,NA,50,1.00E+06,46.07
14,1,1,0,1,30,30,30,NA,7,200,99,8,4,8,NA,22.5,NA,450,2.00E+05,46.16648412
12,1,0,2,0,1000,1000,1.5,-24.7,4,0,62.3,9,3,96,NA,25,NA,30,1.00E+06,46.24
14,1,3,1,2,10000,1.5,1.5,NA,7,200,95,8,4,8,NA,22.5,NA,27,2.00E+05,46.44636743
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,72,5450,24,NA,16.8,1000,46.49811443
10,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,24,5450,24,NA,23.52,1000,46.60194174
10,1,6,3,4,208.295,208.295,208.295,-19.93717277,3,150,NA,8,3,72,5560,25,14,400,1.00E+06,46.73
11,1,0,2,0,2600,2600,0.55,NA,6,0,NA,9,3,72,1668,25,16,150,6.00E+05,46.75
10,1,2,0,1,35,35,5,-23.97812714,3,NA,78.2,3,3,96,NA,24,24,10,65000,46.85784015
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,96,3300,25,14,20,5.00E+05,46.9493844
11,1,0,2,0,1250,1250,1,-45.2,3,0,98,8,3,72,5000,25,12,20,NA,47.01
0,1,0,2,0,NA,NA,NA,-34.3,10,135,NA,3,3,72,2224,28,24,1,NA,47.65525982
12,1,0,2,0,2000,2000,2.1,-27.3,4,0,39.1,3,3,96,NA,25,NA,30,1.00E+06,47.91
12,1,0,2,0,2500,2500,5,-19.6,4,0,92.2,8,3,72,NA,25,NA,50,1.00E+06,47.98
10,1,6,3,4,208.295,208.295,208.295,-18.42931937,3,150,NA,8,3,72,5560,25,14,500,1.00E+06,48.34
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,24,5450,24,NA,23.52,1000,48.48183556
12,1,3,1,2,2200,45,45,NA,7,110,93.75,3,3,96,5560,25,14,6,150000,48.94545455
12,1,5,0,1,10,10,10,NA,3,300,NA,8,3,48,8340,25,12,20,3.00E+06,49.15572232
14,1,3,1,2,10000,27.5,27.5,NA,7,200,98,8,4,72,NA,22.5,NA,10,10000,49.22308546
14,1,6,3,4,93.1,93.1,93.1,NA,7,200,99,8,4,72,NA,22.5,NA,3,10000,49.41784396
14,1,0,2,0,160,160,3.5,-24.3,8,NA,NA,3,3,96,6672,19,12,20,1.00E+05,50
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,6,96,5560,25,14,10,150000,50.17
14,1,1,0,1,30,30,30,NA,7,200,99,8,4,72,NA,22.5,NA,400,10000,50.97060455
12,1,0,2,0,3500,3500,1.2,-29.4,3,NA,40.3,3,3,72,NA,24,14,50,1.00E+05,51.1
