Species,Water,CNMs,Dimension,Shape,Length,Diameter,Thickness,Zeta,Medium,RPM,C%,Modification,Dispersant,Duration,LightI,Temperature,LightD,Conc.,N,inhibition
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,72,2000,25,12,50,334095.0099,51.16509886
6,1,0,2,0,700,700,1.75,-10.9,3,NA,65.93,3,3,96,3300,25,14,50,5.00E+05,51.32694938
10,1,0,2,0,85.8,85.8,NA,NA,3,NA,71.1,5,3,18,NA,25,16,6,550000,51.48367953
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,48,NA,20,12,20,1600000,51.76767676
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,3,96,5560,25,14,15,150000,52.04
10,1,0,2,0,NA,NA,NA,NA,3,0,56.08,5,3,18,NA,25,16,20,1100000,52.07226356
12,1,0,2,0,2000,2000,2.1,-27.3,4,0,39.1,3,3,96,NA,25,NA,50,1.00E+06,52.19
11,1,0,2,0,2600,2600,0.55,NA,6,0,NA,9,3,96,1668,25,16,150,6.00E+05,52.22
10,1,6,3,4,208.295,208.295,208.295,-22.53403141,3,150,NA,8,3,72,5560,25,14,200,1.00E+06,52.28
10,1,6,3,4,208.295,208.295,208.295,-19.93717277,3,150,NA,8,3,72,5560,25,14,500,1.00E+06,52.53
12,1,0,2,0,2000,2000,NA,-28.14905815,4,NA,45.3,3,3,72,12009.6,24,14,30,5.00E+05,52.79265493
12,1,0,2,0,2000,2000,2.1,-27.3,4,0,39.1,3,3,72,NA,25,NA,50,1.00E+06,52.91
10,1,6,3,4,208.295,208.295,208.295,-18.42931937,3,150,NA,8,3,72,5560,25,14,600,1.00E+06,53.27
11,1,2,0,1,10,10,10,-5.21,7,NA,NA,8,3,48,4000,25,12,100,20000,53.35984095
9,0,3,1,2,20000,25,25,NA,1,NA,95,8,3,24,4000,20,12,200,NA,53.50648727
10,1,0,2,0,85.8,85.8,NA,NA,3,NA,71.1,5,3,24,NA,25,16,4,550000,53.51123596
10,1,2,0,1,35,35,5,-23.97812714,3,NA,78.2,3,3,24,NA,24,24,1,65000,53.6461636
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,96,3300,25,14,30,5.00E+05,54.28180575
10,1,2,0,1,35,35,5,-23.97812714,3,NA,78.2,3,3,24,NA,24,24,0.01,65000,54.34369055
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,24,10000,25,12,1.44,2000,54.53
13,1,3,1,2,NA,NA,NA,NA,9,0,NA,8,3,96,4000,20,12,10,1.00E+05,54.54545454
12,1,0,2,0,2500,2500,5,-19.6,4,0,92.2,8,3,96,NA,25,NA,70,1.00E+06,54.59
9,0,3,1,2,20000,25,25,NA,1,NA,95,8,3,72,4000,20,12,200,NA,54.68998213
12,1,0,2,0,1000,1000,1.5,-24.7,4,0,62.3,9,3,72,NA,25,NA,50,1.00E+06,54.73
12,1,0,2,0,6500,6500,NA,-46.67359667,4,NA,76.9,3,3,48,12009.6,24,14,80,1.00E+06,54.82
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,72,NA,20,12,20,1600000,55.04385964
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,72,4000,25,12,50,2500000,55.31914917
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,6,96,5560,25,14,15,150000,55.54
12,1,5,0,1,10,10,10,NA,3,300,NA,3,3,48,8340,25,12,50,3.00E+06,55.72232645
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,48,4000,25,12,500,2500000,55.98591536
12,1,3,1,2,1700,44,44,NA,7,110,91.06,3,3,96,5560,25,14,4,150000,56.07272727
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,7,96,5560,25,14,15,150000,56.13
14,1,3,1,2,10000,1.5,1.5,NA,7,200,95,8,4,8,NA,22.5,NA,82,2.00E+05,56.15176243
10,1,2,0,1,35,35,5,-23.97812714,3,NA,78.2,3,3,24,NA,24,24,10,65000,57.57767914
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,96,3300,25,14,40,5.00E+05,57.6744186
9,0,3,1,2,20000,25,25,NA,1,NA,95,8,3,96,4000,20,12,200,NA,57.92410625
10,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,72,5450,24,NA,23.52,1000,57.92988314
12,1,0,2,0,2500,2500,5,-19.6,4,0,92.2,8,3,96,NA,25,NA,100,1.00E+06,58.04
9,0,3,1,2,20000,25,25,NA,1,NA,95,8,3,48,4000,20,12,200,NA,58.90985256
6,1,3,1,2,50000,30,30,-30.18,3,0,NA,8,3,144,2000,25,12,50,334095.0099,59.16722633
12,1,0,2,0,2000,2000,2.1,-27.3,4,0,39.1,3,3,96,NA,25,NA,70,1.00E+06,59.29
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,3,96,5560,25,14,20,150000,59.45
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,48,5450,24,NA,32.93,1000,59.56909999
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,72,4000,25,12,100,2500000,59.5744674
12,1,0,2,0,2000,2000,NA,-28.14905815,4,NA,45.3,3,3,72,12009.6,24,14,40,5.00E+05,59.60214231
6,1,3,1,2,17500,1.5,1.5,NA,3,0,96.3,8,3,48,2250,25,12,100,2.00E+06,59.74025973
12,1,3,1,2,2100,47,47,NA,7,110,92.44,3,3,96,5560,25,14,6,150000,60
6,1,2,0,1,30,30,2.75,-16.2,3,NA,68.94,3,3,96,3300,25,14,50,5.00E+05,60.41039672
8,1,3,1,2,12500,15,15,NA,3,NA,90,8,3,24,NA,25,14,100,780000,60.69651741
12,1,5,0,1,10,10,10,NA,3,400,NA,8,3,48,8340,25,12,20,3.00E+06,60.74232691
10,1,3,1,2,3500,10,10,NA,7,100,92,3,3,96,4448,24,16,50,50000,61
10,1,3,1,2,3500,10,10,NA,7,100,95,8,3,96,4448,24,16,50,50000,61.5
11,1,2,0,1,10,10,10,-5.21,7,NA,NA,8,3,48,4000,25,12,200,20000,61.94831014
12,1,0,2,0,6500,6500,NA,-46.67359667,4,NA,76.9,3,3,48,12009.6,24,14,120,1.00E+06,62.14
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,96,4000,25,12,50,2500000,62.16730084
14,1,3,1,2,10000,1.2,1.2,-31.5,7,200,95,8,4,72,6000,23,24,33,10000,62.38413997
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,48,NA,20,12,30,1600000,62.62626262
14,1,3,1,2,10000,1.5,1.5,NA,7,200,95,8,4,72,NA,22.5,NA,33,10000,62.64
12,1,0,2,0,1000,1000,1.5,-24.7,4,0,62.3,9,3,96,NA,25,NA,50,1.00E+06,62.73
10,1,3,1,2,3500,10,10,NA,7,100,95,8,3,96,4448,24,16,25,50000,63
15,1,3,1,2,17500,30,30,-18.95194743,11,0,93,8,3,24,3614,20,24,100,5.00E+05,63.15789803
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,24,5450,24,NA,32.93,1000,63.27087317
12,1,3,1,2,3500,45,45,NA,7,110,93.99,3,3,96,5560,25,14,8,150000,63.63636364
14,1,3,1,2,10000,27.5,27.5,NA,7,200,98,8,4,8,NA,22.5,NA,80,2.00E+05,64.408535
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,24,5450,24,NA,46.1,1000,64.5583174
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,72,NA,20,12,30,1600000,64.91228069
11,1,2,0,1,10,10,10,-5.21,7,NA,NA,8,3,72,4000,25,12,100,20000,65.28827038
12,1,0,2,0,2000,2000,NA,-28.14905815,4,NA,45.3,3,3,72,12009.6,24,14,50,5.00E+05,65.30068859
8,1,3,1,2,12500,15,15,NA,3,NA,90,8,3,48,NA,25,14,100,780000,65.37059539
10,1,6,3,4,208.295,208.295,208.295,-19.93717277,3,150,NA,8,3,72,5560,25,14,600,1.00E+06,65.72
10,1,4,1,3,155000,12,12,-12.0945083,11,NA,NA,8,3,24,3614,20,24,100,5.00E+05,65.90388954
10,1,6,3,4,208.295,208.295,208.295,-22.53403141,3,150,NA,8,3,72,5560,25,14,300,1.00E+06,65.97
14,1,1,0,1,30,30,30,NA,7,200,99,8,4,8,NA,22.5,NA,1350,2.00E+05,66.26506024
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,72,10000,25,12,2.5,2000,66.42
11,1,2,0,1,10,10,10,-5.21,7,NA,NA,8,3,96,4000,25,12,100,20000,66.56063618
12,1,0,2,0,3500,3500,1.2,-29.4,3,NA,40.3,3,3,72,NA,24,14,100,1.00E+05,66.7
12,1,0,2,0,2000,2000,2.1,-27.3,4,0,39.1,3,3,96,NA,25,NA,100,1.00E+06,66.7
10,1,4,1,3,155000,12,12,-12.0945083,11,NA,NA,8,3,24,3614,20,24,50,5.00E+05,66.81922166
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,144,4000,25,12,50,2500000,67.42596806
8,1,3,1,2,12500,15,15,NA,3,NA,90,8,3,72,NA,25,14,100,780000,67.45623068
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,96,4000,25,12,100,2500000,67.49049456
12,1,0,2,0,1000,1000,1.5,-24.7,4,0,62.3,9,3,96,NA,25,NA,70,1.00E+06,67.85
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,24,NA,20,12,30,1600000,68.42105263
13,1,3,1,2,NA,NA,NA,NA,9,0,NA,8,3,96,4000,20,12,30,1.00E+05,69.09090908
10,1,6,3,4,208.295,208.295,208.295,-22.53403141,3,150,NA,8,3,72,5560,25,14,400,1.00E+06,69.17
10,1,4,1,3,155000,12,12,-12.0945083,11,NA,NA,8,3,24,3614,20,24,1,5.00E+05,69.56521692
14,1,3,1,2,10000,1.5,1.5,NA,7,200,95,8,4,8,NA,22.5,NA,250,2.00E+05,69.76990751
10,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,24,5450,24,NA,32.93,1000,69.90291262
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,48,4000,25,12,500,2500000,70.00000017
14,1,6,3,4,93.1,93.1,93.1,NA,7,200,99,8,4,8,NA,22.5,NA,80,2.00E+05,70.02739726
14,1,0,2,0,160,160,3.5,-24.3,8,NA,NA,3,3,96,6672,19,12,50,1.00E+05,70.07
10,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,72,5450,24,NA,32.93,1000,70.11686144
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,72,4000,25,12,500,2500000,70.16317021
10,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,48,5450,24,NA,32.93,1000,70.703125
12,1,0,2,0,2500,2500,5,-19.6,4,0,92.2,8,3,96,NA,25,NA,150,1.00E+06,70.98
15,1,3,1,2,17500,30,30,-18.95194743,11,0,93,8,3,48,3614,20,24,1,5.00E+05,71.16737161
12,1,5,0,1,10,10,10,NA,3,300,NA,8,3,48,8340,25,12,50,3.00E+06,71.85741088
8,1,3,1,2,12500,15,15,NA,3,NA,90,8,3,96,NA,25,14,100,780000,72.06666667
14,1,3,1,2,10000,27.5,27.5,NA,7,200,98,8,4,8,NA,22.5,NA,250,2.00E+05,72.24202322
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,72,5450,24,NA,23.52,1000,72.27119744
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,24,NA,20,12,40,1600000,72.80701754
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,96,NA,20,12,20,1600000,73.04015296
11,1,1,0,1,98,98,98,NA,6,0,99,8,3,60,10000,25,12,2.5,2000,73.05
15,1,3,1,2,17500,30,30,-18.95194743,11,0,93,8,3,96,3614,20,24,100,5.00E+05,73.16455764
11,1,2,0,1,10,10,10,-5.21,7,NA,NA,8,3,72,4000,25,12,200,20000,73.55864811
14,1,1,0,1,30,30,30,NA,7,200,99,8,4,72,NA,22.5,NA,800,10000,73.65501941
11,1,2,0,1,10,10,10,-5.21,7,NA,NA,8,3,96,4000,25,12,200,20000,73.87673956
10,1,3,1,2,50000,30,30,-18.53887399,11,NA,NA,8,3,96,3614,20,24,100,5.00E+05,74.16452429
10,1,6,3,4,208.295,208.295,208.295,-22.53403141,3,150,NA,8,3,72,5560,25,14,500,1.00E+06,74.48
10,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,24,5450,24,NA,46.1,1000,74.75728155
13,1,3,1,2,NA,NA,NA,NA,9,0,NA,8,3,96,4000,20,12,50,1.00E+05,74.95867768
10,1,4,1,3,155000,12,12,-12.0945083,11,NA,NA,8,3,72,3614,20,24,100,5.00E+05,75.07082122
12,1,3,1,2,800,9,9,NA,7,0,89,8,3,96,5560,25,14,50,1.00E+05,75.2265861
12,1,5,0,1,10,10,10,NA,3,400,NA,8,3,48,8340,25,12,50,3.00E+06,75.37473233
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,7,3,144,4000,25,12,100,2500000,75.39863319
15,1,3,1,2,17500,30,30,-18.95194743,11,0,93,8,3,48,3614,20,24,50,5.00E+05,75.52742653
10,1,4,1,3,155000,12,12,-12.0945083,11,NA,NA,8,3,72,3614,20,24,50,5.00E+05,75.77903675
15,1,3,1,2,17500,30,30,-18.95194743,11,0,93,8,3,96,3614,20,24,50,5.00E+05,75.94936578
10,1,3,1,2,50000,30,30,-18.53887399,11,NA,NA,8,3,48,3614,20,24,100,5.00E+05,76.19808271
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,48,NA,20,12,40,1600000,76.51515151
12,1,0,2,0,1000,1000,1.5,-24.7,4,0,62.3,9,3,96,NA,25,NA,100,1.00E+06,77.04
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,96,NA,20,12,30,1600000,77.24665391
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,96,4000,25,12,500,2500000,77.60910838
10,1,3,1,2,50000,30,30,-18.53887399,11,NA,NA,8,3,72,3614,20,24,50,5.00E+05,77.62039647
10,1,4,1,3,155000,12,12,-12.0945083,11,NA,NA,8,3,48,3614,20,24,100,5.00E+05,77.63578287
12,1,0,2,0,2000,2000,2.1,-27.3,4,0,39.1,3,3,96,NA,25,NA,150,1.00E+06,78.6
15,1,3,1,2,17500,30,30,-18.95194743,11,0,93,8,3,48,3614,20,24,100,5.00E+05,78.90295193
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,120,4000,25,12,500,2500000,79.3304223
15,1,3,1,2,17500,30,30,-18.95194743,11,0,93,8,3,72,3614,20,24,1,5.00E+05,79.62675033
12,1,3,1,2,1700,44,44,NA,7,110,91.06,3,3,96,5560,25,14,6,150000,79.63636364
10,1,3,1,2,50000,30,30,-18.53887399,11,NA,NA,8,3,48,3614,20,24,50,5.00E+05,79.71246012
10,1,3,1,2,50000,30,30,-18.53887399,11,NA,NA,8,3,96,3614,20,24,50,5.00E+05,79.82005135
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,72,NA,20,12,40,1600000,80.26315789
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,72,4000,25,12,500,2500000,80.54187205
10,1,6,3,4,208.295,208.295,208.295,-22.53403141,3,150,NA,8,3,72,5560,25,14,600,1.00E+06,80.64
10,1,4,1,3,155000,12,12,-12.0945083,11,NA,NA,8,3,96,3614,20,24,1,5.00E+05,80.71979459
10,1,3,1,2,50000,30,30,-18.53887399,11,NA,NA,8,3,72,3614,20,24,100,5.00E+05,80.87818659
6,1,3,1,2,17500,1.5,1.5,NA,3,0,96.3,8,3,96,2250,25,12,50,2.00E+06,80.93
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,72,5450,24,NA,32.93,1000,80.96468108
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,8,3,144,4000,25,12,500,2500000,81.65249064
14,1,6,3,4,93.1,93.1,93.1,NA,7,200,99,8,4,8,NA,22.5,NA,250,2.00E+05,82.08219178
12,1,3,1,2,2200,45,45,NA,7,110,93.75,3,3,96,5560,25,14,8,150000,82.10909091
15,1,3,1,2,17500,30,30,-18.95194743,11,0,93,8,3,72,3614,20,24,50,5.00E+05,82.11508796
11,1,0,2,0,2000,2000,2.5,-14.20454545,7,0,91,8,3,96,3500,24,12,24.60783048,3.00E+05,82.2
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,24,NA,20,12,50,1600000,82.45614035
10,1,4,1,3,155000,12,12,-12.0945083,11,NA,NA,8,3,96,3614,20,24,100,5.00E+05,82.51928044
15,1,3,1,2,17500,30,30,-18.95194743,11,0,93,8,3,72,3614,20,24,100,5.00E+05,82.58164638
15,1,3,1,2,17500,30,30,-18.95194743,11,0,93,8,3,96,3614,20,24,1,5.00E+05,83.54430395
14,1,3,1,2,10000,27.5,27.5,NA,7,200,98,8,4,72,NA,22.5,NA,33,10000,83.62930078
10,1,4,1,3,155000,12,12,-12.0945083,11,NA,NA,8,3,96,3614,20,24,50,5.00E+05,83.93316205
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,48,NA,20,12,50,1600000,84.09090909
14,1,6,3,4,93.1,93.1,93.1,NA,7,200,99,8,4,72,NA,22.5,NA,20,10000,84.2708428
10,1,4,1,3,155000,12,12,-12.0945083,11,NA,NA,8,3,48,3614,20,24,1,5.00E+05,84.50479247
12,1,0,2,0,2000,2000,2.1,-27.3,4,0,39.1,3,3,96,NA,25,NA,200,1.00E+06,84.86
10,1,3,1,2,50000,30,30,-18.53887399,11,NA,NA,8,3,48,3614,20,24,1,5.00E+05,84.98402586
14,1,0,2,0,160,160,3.5,-24.3,8,NA,NA,3,3,96,6672,19,12,100,1.00E+05,85.04
10,1,4,1,3,155000,12,12,-12.0945083,11,NA,NA,8,3,72,3614,20,24,1,5.00E+05,85.26912157
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,72,NA,20,12,50,1600000,85.30701754
12,1,2,0,1,NA,NA,NA,NA,3,0,NA,4,3,96,4000,25,12,500,2500000,85.42056116
10,1,4,1,3,155000,12,12,-12.0945083,11,NA,NA,8,3,48,3614,20,24,50,5.00E+05,86.58146972
13,1,3,1,2,NA,NA,NA,NA,9,0,NA,8,3,96,4000,20,12,70,1.00E+05,86.94214875
10,1,3,1,2,50000,30,30,-18.53887399,11,NA,NA,8,3,72,3614,20,24,1,5.00E+05,87.81869682
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,96,NA,20,12,40,1600000,88.33652007
12,1,3,1,2,1700,44,44,NA,7,110,91.06,3,3,96,5560,25,14,8,150000,88.36363636
12,1,3,1,2,2100,47,47,NA,7,110,92.44,3,3,96,5560,25,14,8,150000,88.50909091
12,1,0,2,0,1000,1000,1.5,-24.7,4,0,62.3,9,3,96,NA,25,NA,150,1.00E+06,88.83
12,1,3,1,2,3200,70,70,NA,7,0,97.1,8,3,96,5560,25,14,20,1.00E+05,89.42598187
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,48,5450,24,NA,46.1,1000,89.67033427
10,1,3,1,2,50000,30,30,-18.53887399,11,NA,NA,8,3,24,3614,20,24,1,5.00E+05,90.61784907
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,3,96,5560,25,14,30,150000,91.06
11,1,2,0,1,10,10,10,-5.21,7,NA,NA,8,3,72,4000,25,12,500,20000,91.21272366
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,6,96,5560,25,14,20,150000,91.23
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,7,96,5560,25,14,20,150000,92.16
10,1,3,1,2,50000,30,30,-18.53887399,11,NA,NA,8,3,24,3614,20,24,50,5.00E+05,92.44851222
11,1,2,0,1,10,10,10,-5.21,7,NA,NA,8,3,96,4000,25,12,500,20000,92.64413519
12,1,0,2,0,1000,1000,1.5,-24.7,4,0,62.3,9,3,96,NA,25,NA,200,1.00E+06,92.69
14,1,3,1,2,20000,1.1,1.1,NA,7,100,99.63,8,5,72,5450,24,NA,46.1,1000,93.23750051
13,1,3,1,2,NA,NA,NA,NA,9,0,NA,8,3,96,4000,20,12,100,1.00E+05,93.38842975
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,6,96,5560,25,14,30,150000,93.44
10,1,3,1,2,50000,30,30,-18.53887399,11,NA,NA,8,3,24,3614,20,24,100,5.00E+05,93.82151039
14,1,3,1,2,10000,1.2,1.2,-31.5,7,200,95,8,4,72,6000,23,24,100,10000,93.84253774
16,1,3,1,2,1250,11.5,11.5,NA,9,0,95,8,3,96,NA,20,12,50,1600000,93.88145315
14,1,3,1,2,10000,1.5,1.5,NA,7,200,95,8,4,72,NA,22.5,NA,100,10000,93.96
12,1,3,1,2,1700,28,28,NA,7,0,98,8,3,96,5560,25,14,20,1.00E+05,94.36052367
11,1,0,2,0,1750,1750,0.875,-20.55,7,0,NA,3,3,96,3500,24,12,29.47475729,3.00E+05,95.28
11,1,0,2,0,1750,1750,0.875,-21.91666667,7,0,64,3,3,96,3500,24,12,24.60783048,3.00E+05,95.59
11,1,0,2,0,1750,1750,0.875,-20.55,7,0,NA,3,3,96,3500,24,12,56.33719443,3.00E+05,96.69
11,1,0,2,0,1750,1750,0.875,-21.91666667,7,0,64,3,3,96,3500,24,12,49.42453753,3.00E+05,97.17
12,1,3,1,2,3200,70,70,NA,7,0,97.1,8,3,96,5560,25,14,50,1.00E+05,98.08660624
12,1,3,1,2,1700,28,28,NA,7,0,98,8,3,96,5560,25,14,50,1.00E+05,98.79154079
14,1,3,1,2,10000,27.5,27.5,NA,7,200,98,8,4,72,NA,22.5,NA,100,10000,99.11209767
12,1,3,1,2,3200,70,70,NA,7,110,97.1,8,7,96,5560,25,14,30,150000,99.32
12,1,3,1,2,1700,28,28,NA,7,0,98,8,3,96,5560,25,14,100,1.00E+05,99.49647533
12,1,3,1,2,3200,70,70,NA,7,0,97.1,8,3,96,5560,25,14,100,1.00E+05,100
